record_type,area_code,sec,icao,icao_code,sub,localizer_identifier,ils_category,localizer_frequency,runway_identifier,localizer_latitude,localizer_longitude,localizer_bearing,glide_slope_latitude,glide_slope_longitude,localizer_position,localizer_position_reference,glide_slope_position,localizer_width,glide_slope_angle,station_declination,glide_slope_height_lthr,glide_slope_elevation,supporting_facility_id,supporting_facility_icao,supporting_facility_section,supporting_facility_subsection,primary_1_123,cont#2_appl_code,cont#2_appl_label,cont#2_1_123
S,PAC,P,RPMY,RP,I,ILGD,1,11130,RW27,N08364050,E124263950,2670,N08364970,E124274680,0970,,1058,0508,300,W0010,50,00189,,,,,SPACP RPMYRPIILGD1   111130RW27 N08364050E1242639502670N08364970E1242746800970 10580508300W00105000189                     ,S,Simulation application continuation,SPACP RPMYRPIILGD1   2S    U  U                    26600N                              140                                 
S,PAC,P,RPSP,RP,I,IBOH,I,11110,RW21,N09333430,E123454350,2130,N09345410,E123462650,1969,,1058,0500,300,W0020,50,00043,,,,,SPACP RPSPRPIIBOHI   111110RW21 N09333430E1234543502130N09345410E1234626501969 10580500300W00205000043                     ,S,Simulation application continuation,SPACP RPSPRPIIBOHI   2S    U  N                    21100N                              140                                 
S,PAC,P,RPVB,RP,I,IBCD,1,10970,RW03,N10472630,E123013820,0320,N10461470,E123010100,2592,,1058,0430,300,W0020,54,00100,,,,,SPACP RPVBRPIIBCD1   110970RW03 N10472630E1230138200320N10461470E1230101002592 10580430300W00205400100                     ,S,Simulation application continuation,SPACP RPVBRPIIBCD1   2S    U  U                    03000N                              140                                 
S,PAC,P,RPVI,RP,I,IIO,1,11150,RW20,N10491350,E122291930,2020,N10502820,E122294270,0767,,1098,0000,300,W0020,54,00153,,,,,SPACP RPVIRPIIIO 1   111150RW20 N10491350E1222919302020N10502820E1222942700767 10980000300W00205400153                     ,S,Simulation application continuation,SPACP RPVIRPIIIO 1   2S    U  U                    20000N                              140                                 
S,PAC,P,RPVP,RP,I,IPR,1,11010,RW27,N09443375,E118444274,2730,N09443377,E118460441,0611,,0986,0000,300,W0010,50,00024,,,,,SPACP RPVPRPIIPR 1   111010RW27 N09443375E1184442742730N09443377E1184604410611 09860000300W00105000024                     ,S,Simulation application continuation,SPACP RPVPRPIIPR 1   2S    U  N                    27200N                              140                                 
S,PAC,P,VDDS,VD,I,IDSK,1,11150,RW21,N10535680,E103130750,2080,N10552760,E103135920,1019,,1021,0500,300,W0010,52,00049,,,,,SPACP VDDSVDIIDSK1   111150RW21 N10535680E1031307502080N10552760E1031359201019 10210500300W00105200049                     ,S,Simulation application continuation,SPACP VDDSVDIIDSK1   2S    U  U                    20700N                              140                                 
S,PAC,P,VDPP,VD,I,PNP,I,10970,RW23,N11320820,E104495790,2260,N11331420,E104510050,0762,,1054,0500,300,W0010,53,00037,,,,,SPACP VDPPVDIPNP I   110970RW23 N11320820E1044957902260N11331420E1045100500762 10540500300W00105300037                     ,S,Simulation application continuation,SPACP VDPPVDIPNP I   2S    U  U                    22500N                              140                                 
S,PAC,P,VDSA,VD,I,ISAA,1,10890,RW05,N13225550,E104141530,0490,N13213370,E104124910,1017,,0986,0000,300,W0010,50,00170,,,,,SPACP VDSAVDIISAA1   110890RW05 N13225550E1041415300490N13213370E1041249101017 09860000300W00105000170                     ,S,Simulation application continuation,SPACP VDSAVDIISAA1   2S    U  U                    04800N                              140                                 
S,PAC,P,VDSA,VD,I,ISAI,1,11090,RW23,N13212320,E104123140,2290,N13223950,E104140330,1018,,0946,0000,300,W0010,50,00186,,,,,SPACP VDSAVDIISAI1   111090RW23 N13212320E1041231402290N13223950E1041403301018 09460000300W00105000186                     ,S,Simulation application continuation,SPACP VDSAVDIISAI1   2S    U  U                    22800N                              140                                 
S,PAC,P,VDSV,VD,I,IKOS,1,10910,RW21,N10332580,E103372910,2080,N10345700,E103381350,0460,,1087,0500,300,W0000,50,00010,,,,,SPACP VDSVVDIIKOS1   110910RW21 N10332580E1033729102080N10345700E1033813500460 10870500300W00005000010                     ,S,Simulation application continuation,SPACP VDSVVDIIKOS1   2S    U  U                    20800N                              140                                 
S,PAC,P,VDTI,VD,I,IKTA,2,10875,RW05,N11222700,E104561280,0480,N11210140,E104543250,1035,,0979,0000,300,W0010,53,00058,,,,,SPACP VDTIVDIIKTA2   110875RW05 N11222700E1045612800480N11210140E1045432501035 09790000300W00105300058                     ,S,Simulation application continuation,SPACP VDTIVDIIKTA2   2S    U  U                    04700N                              140                                 
S,PAC,P,VDTI,VD,I,IKTI,2,11010,RW23,N11204500,E104542030,2280,N11221650,E104555520,1034,,0970,0000,300,W0010,51,00058,,,,,SPACP VDTIVDIIKTI2   111010RW23 N11204500E1045420302280N11221650E1045555201034 09700000300W00105100058                     ,S,Simulation application continuation,SPACP VDTIVDIIKTI2   2S    U  U                    22700N                              140                                 
S,PAC,P,VHHH,VH,I,ITFC,2,10930,RW25C,N22183088,E113532653,2540,N22191345,E113552477,1037,,1033,0000,300,W0030,51,00021,,,,,SPACP VHHHVHIITFC2   110930RW25CN22183088E1135326532540N22191345E1135524771037 10330000300W00305100021                     ,S,Simulation application continuation,SPACP VHHHVHIITFC2   2S    U  N                    25090Y                              140                                 
S,PAC,P,VHHH,VH,I,ITFL,2,11090,RW25L,N22174298,E113534230,2540,N22181993,E113554928,0984,,1033,0000,300,W0030,53,00020,,,,,SPACP VHHHVHIITFL2   111090RW25LN22174298E1135342302540N22181993E1135549280984 10330000300W00305300020                     ,S,Simulation application continuation,SPACP VHHHVHIITFL2   2S    U  N                    25100N                              140                                 
S,PAC,P,VHHH,VH,I,ITFR,1,10875,RW25R,N22191267,E113524061,2540,N22195516,E113543856,0984,,1033,0000,310,W0030,58,00021,,,,,SPACP VHHHVHIITFR1   110875RW25RN22191267E1135240612540N22195516E1135438560984 10330000310W00305800021                     ,S,Simulation application continuation,SPACP VHHHVHIITFR1   2S    U  N                    25100N                              140                                 
S,PAC,P,VHHH,VH,I,IZSC,2,10930,RW07C,N22192254,E113560689,0740,N22184796,E113540567,1036,,1033,0000,300,W0030,50,00021,,,,,SPACP VHHHVHIIZSC2   110930RW07CN22192254E1135606890740N22184796E1135405671036 10330000300W00305000021                     ,S,Simulation application continuation,SPACP VHHHVHIIZSC2   2S    U  N                    07090Y                              140                                 
S,PAC,P,VHHH,VH,I,IZSL,3,11155,RW07L,N22200002,E113550754,0740,N22192510,E113530529,1149,,1033,0000,300,W0030,56,00021,,,,,SPACP VHHHVHIIZSL3   111155RW07LN22200002E1135507540740N22192510E1135305291149 10330000300W00305600021                     ,S,Simulation application continuation,SPACP VHHHVHIIZSL3   2S    U  N                    07100N                              140                                 
S,PAC,P,VHHH,VH,I,IZSR,2,11090,RW07R,N22183005,E113560839,0740,N22174778,E113540948,0969,,1033,0000,300,W0030,51,00020,,,,,SPACP VHHHVHIIZSR2   111090RW07RN22183005E1135608390740N22174778E1135409480969 10330000300W00305100020                     ,S,Simulation application continuation,SPACP VHHHVHIIZSR2   2S    U  N                    07100N                              140                                 
S,PAC,P,VLBK,VL,I,IBOK,1,11090,RW21,N20184320,E100092900,2110,N20195020,E100101490,0922,,1087,0000,300,W0010,50,01234,,,,,SPACP VLBKVLIIBOK1   111090RW21 N20184320E1000929002110N20195020E1001014900922 10870000300W00105001234                     ,S,Simulation application continuation,SPACP VLBKVLIIBOK1   2S    U  U                    21000N                              140                                 
S,PAC,P,VLLB,VL,I,ILPB,1,10870,RW23,N19534200,E102091950,2300,N19544530,E102103070,0858,,1039,0000,300,W0010,51,00973,,,,,SPACP VLLBVLIILPB1   110870RW23 N19534200E1020919502300N19544530E1021030700858 10390000300W00105100973                     ,S,Simulation application continuation,SPACP VLLBVLIILPB1   2S    U  U                    22900N                              140                                 
S,PAC,P,VLNK,VL,I,INKH,1,10950,RW22,N20364060,E104035150,2230,N20374030,E104044280,0985,,1119,0000,300,W0010,50,03477,,,,,SPACP VLNKVLIINKH1   110950RW22 N20364060E1040351502230N20374030E1040442800985 11190000300W00105003477                     ,S,Simulation application continuation,SPACP VLNKVLIINKH1   2S    U  U                    22200N                              140                                 
S,PAC,P,VLPS,VL,I,IPKS,1,10890,RW15,N15072730,E105471190,1480,N15082830,E105462860,0613,,1018,0000,300,W0010,50,00347,,,,,SPACP VLPSVLIIPKS1   110890RW15 N15072730E1054711901480N15082830E1054628600613 10180000300W00105000347                     ,S,Simulation application continuation,SPACP VLPSVLIIPKS1   2S    U  U                    14700N                              140                                 
S,PAC,P,VLVT,VL,I,IVTN,1,10990,RW13,N17583670,E102343040,1350,N17594230,E102331670,0933,,1074,0000,300,W0010,50,00561,,,,,SPACP VLVTVLIIVTN1   110990RW13 N17583670E1023430401350N17594230E1023316700933 10740000300W00105000561                     ,S,Simulation application continuation,SPACP VLVTVLIIVTN1   2S    U  U                    13400N                              140                                 
S,PAC,P,VTBD,VT,I,IBKD,1,10970,RW03L,N13554380,E100364970,0290,N13535640,E100355400,1030,,1041,0310,300,W0010,55,00007,,,,,SPACP VTBDVTIIBKD1   110970RW03LN13554380E1003649700290N13535640E1003554001030 10410310300W00105500007                     ,S,Simulation application continuation,SPACP VTBDVTIIBKD1   2S    U  N                    02800N                              140                                 
S,PAC,P,VTBD,VT,I,IBKK,2,10930,RW21R,N13534070,E100354060,2090,N13552350,E100364290,0981,,1087,0300,300,W0010,54,00007,,,,,SPACP VTBDVTIIBKK2   110930RW21RN13534070E1003540602090N13552350E1003642900981 10870300300W00105400007                     ,S,Simulation application continuation,SPACP VTBDVTIIBKK2   2S    U  N                    20800N                              140                                 
S,PAC,P,VTBD,VT,I,IDMG,1,11030,RW21L,N13535180,E100360180,2090,N13552130,E100364750,0763,,1029,0360,300,W0010,53,00007,,,,,SPACP VTBDVTIIDMG1   111030RW21LN13535180E1003601802090N13552130E1003647500763 10290360300W00105300007                     ,S,Simulation application continuation,SPACP VTBDVTIIDMG1   2S    U  N                    20800N                              140                                 
S,PAC,P,VTBK,VT,I,IKPS,1,10990,RW21,N14051982,E099543459,2110,N14063452,E099552259,0991,,1115,0000,300,W0010,58,00032,,,,,SPACP VTBKVTIIKPS1   110990RW21 N14051982E0995434592110N14063452E0995522590991 11150000300W00105800032                     ,S,Simulation application continuation,SPACP VTBKVTIIKPS1   2S    U  U                    21070N                              140                                 
S,PAC,P,VTBL,VT,I,ILOB,1,10830,RW05,N14524656,E100400778,0470,N14521364,E100393770,0984,,0984,0000,300,W0010,50,00106,,,,,SPACP VTBLVTIILOB1   110830RW05 N14524656E1004007780470N14521364E1003937700984 09840000300W00105000106                     ,S,Simulation application continuation,SPACP VTBLVTIILOB1   2S    U  U                    04600N                              140                                 
S,PAC,P,VTBS,VT,I,ISEN,2,11050,RW19,N13391500,E100450420,1950,N13411900,E100454090,0948,,1062,0000,300,W0010,50,00005,,,,,SPACP VTBSVTIISEN2   111050RW19 N13391500E1004504201950N13411900E1004540900948 10620000300W00105000005                     ,S,Simulation application continuation,SPACP VTBSVTIISEN2   2S    U  U                    19400N                              140                                 
S,PAC,P,VTBS,VT,I,ISES,2,11010,RW01,N13413930,E100454210,0150,N13393340,E100451310,0950,,1067,0000,300,W0010,50,00005,,,,,SPACP VTBSVTIISES2   111010RW01 N13413930E1004542100150N13393340E1004513100950 10670000300W00105000005                     ,S,Simulation application continuation,SPACP VTBSVTIISES2   2S    U  U                    01400N                              140                                 
S,PAC,P,VTBS,VT,I,ISWN,2,10950,RW20L,N13400750,E100440240,1950,N13420400,E100442890,0947,,1059,0000,300,W0010,50,00005,,,,,SPACP VTBSVTIISWN2   110950RW20LN13400750E1004402401950N13420400E1004428900947 10590000300W00105000005                     ,S,Simulation application continuation,SPACP VTBSVTIISWN2   2S    U  U                    19400N                              140                                 
S,PAC,P,VTBS,VT,I,ISWS,2,10910,RW02R,N13422230,E100443780,0150,N13402780,E100440360,0946,,1064,0000,300,W0010,50,00005,,,,,SPACP VTBSVTIISWS2   110910RW02RN13422230E1004437800150N13402780E1004403600946 10640000300W00105000005                     ,S,Simulation application continuation,SPACP VTBSVTIISWS2   2S    U  U                    01400N                              140                                 
S,PAC,P,VTBU,VT,I,IBUT,1,11190,RW18,N12393726,E101001216,1850,N12413295,E101002578,1331,,1114,0500,300,W0010,50,00059,,,,,SPACP VTBUVTIIBUT1   111190RW18 N12393726E1010012161850N12413295E1010025781331 11140500300W00105000059                     ,S,Simulation application continuation,SPACP VTBUVTIIBUT1   2S    U  N                    18400N                              140                                 
S,PAC,P,VTCC,VT,I,ICMA,1,10990,RW36,N18470740,E098574660,0010,N18452160,E098574220,0590,,1075,0000,300,W0010,54,01007,,,,,SPACP VTCCVTIICMA1   110990RW36 N18470740E0985746600010N18452160E0985742200590 10750000300W00105401007                     ,S,Simulation application continuation,SPACP VTCCVTIICMA1   2S    U  N                    36000N                              140                                 
S,PAC,P,VTCL,VT,I,ILPN,0,10970,RW36,N18165163,E099301199,3570,,,0323,,,0000,,W0010,,,,,,,SPACP VTCLVTIILPN0   110970RW36 N18165163E0993011993570                   0323     0000   W0010                            ,S,Simulation application continuation,SPACP VTCLVTIILPN0   2S    U  U                    35600N                                                                  
S,PAC,P,VTCT,VT,I,ICTR,1,10950,RW03,N19575950,E099532850,0300,N19563260,E099524260,0967,,1021,0000,300,W0010,50,01280,,,,,SPACP VTCTVTIICTR1   110950RW03 N19575950E0995328500300N19563260E0995242600967 10210000300W00105001280                     ,S,Simulation application continuation,SPACP VTCTVTIICTR1   2S    U  U                    02900N                              140                                 
